itemName,date,price1,price10,price100
Slate Dreggon Shell,16-07-2022,350,2999,29537
Slave Necklace,16-07-2022,8900,109998,1499999
Slender Tube,16-07-2022,100,120,1899
Slicing Canine,16-07-2022,749,7456,
Slimy Scale,16-07-2022,2,166,3999
Slimy Silk,16-07-2022,400,2500,
Small Golden Pearl,16-07-2022,2999,28998,349939
Small Sandy Carp,16-07-2022,18995,,
Smashlete Pixel,16-07-2022,1431,10553,
Smiths' Chest Lock,16-07-2022,739,7000,110000
Smiths' Essence,16-07-2022,3200,32000,
Snailmet Shell,16-07-2022,2222,17996,177777
Snailmet Slobber,16-07-2022,4189,44443,428888
Snapper QOil,16-07-2022,9993,29994,280000
Snedon Statuette,16-07-2022,845997,,
Sneerena Golden Eyelid,16-07-2022,2114,18199,179943
Snowdew Bract,16-07-2022,14899,177767,
Snowdew Sepal,16-07-2022,2836,43657,
Snowdrop,16-07-2022,1196,1899,8989
Snowflake,16-07-2022,2386,12497,49500
Snowfoux Den Key,16-07-2022,12344,159998,
Snowfoux Tear,16-07-2022,4299,44950,815000
Soft Oak Amber,16-07-2022,3740,59998,
Soft Oak Bark,16-07-2022,444,4470,49999
Soft Oak Bud,16-07-2022,3490,,
Soft Oak Clearing Key,16-07-2022,4990,,
Soft Oak Essence,16-07-2022,54998,499999,
Soft Oak Root,16-07-2022,2375,14895,
Solar Pebble,16-07-2022,12000,79899,
Solar's Brain,16-07-2022,28749,237981,
Soldier's Pike,16-07-2022,1565,15992,148994
Solfatara Residue,16-07-2022,2220,29999,398900
Solfatara Ulna,16-07-2022,1552,17997,199995
Soryo Snowfoux Ear,16-07-2022,160,1785,15985
Soryo Snowfoux Paw,16-07-2022,1595,16795,140000
Spadere Eye,16-07-2022,29,235,2950
Spanner Stilt,16-07-2022,960,9992,
Spanner Tooth,16-07-2022,299,3394,28988
Sparkling Pebble,16-07-2022,216989,2449674,
Sparo's Humerus,16-07-2022,247,2835,28486
Sparo's Scarf,16-07-2022,387,4065,97999
Spectral Flame,16-07-2022,191,2107,21107
Sphincter Cell Ear,16-07-2022,1400,13990,
Sphincter Cell Essence,16-07-2022,39989,,
Sphincter Cell Fabric,16-07-2022,1300,33698,
Sphincter Cell Femur,16-07-2022,776,1298,63561
Sphincter Cell Skin,16-07-2022,998,1198,25892
Spices,16-07-2022,2312,2298,24997
Spinal Cord,16-07-2022,62,975,13975
Spirigneous Remains,16-07-2022,4399,42998,399999
Spirit Abode Key,16-07-2022,21587,316374,
Spiritabby Tail,16-07-2022,29,423,11992
Spitfoux Skin,16-07-2022,375,8887,149995
Spoiled Carrion,16-07-2022,10496,102997,
Spoiled Meat,16-07-2022,1897,21997,240000
Sponge Mob Essence,16-07-2022,1109,10000,
Sponge Mob Skin,16-07-2022,90,835,18999
Spookkoth's Eye,16-07-2022,8299,83999,
Spykbal Ball,16-07-2022,1,65,1500
Squashed Arachnee,16-07-2022,2088,64997,
Squashed Short-Tempere ...,16-07-2022,597,19800,159999
Squirrol Fabric,16-07-2022,946,11995,110999
Sramurai Bone,16-07-2022,3028,33983,399999
Stabba Fibula,16-07-2022,6884,75787,224999
Stabba Tail,16-07-2022,2492,31699,
Stalak Ethmoid,16-07-2022,14498,,
Stalak Incisor,16-07-2022,9999,128733,1000000
Stale Carrion,16-07-2022,1000,,
Stale Meat,16-07-2022,442,4098,41892
Stapleworm Spike,16-07-2022,1198,9899,122798
Starfish Eyelid,16-07-2022,170,1684,19992
Starfish Tongue,16-07-2022,199,2694,38799
Staruman Eyebrow,16-07-2022,500,3000,41000
Starven Tongue,16-07-2022,1183,8979,
Steam Crackler Egg,16-07-2022,5878,19992,
Steam Crackler Heart,16-07-2022,1497,14995,379998
Steamcrab Carapace,16-07-2022,598,6290,
Steamcrab Claw,16-07-2022,11999,126631,
Steamopump,16-07-2022,9350,,
Steel Plate,16-07-2022,27500,,
Stellia's Panties,16-07-2022,49999,,
Sterile Soil,16-07-2022,7585,69998,
Still Water,16-07-2022,35,359,3862
Storm Flax,16-07-2022,4400,,
Strange Ore,16-07-2022,162,3773,38794
Strawberry,16-07-2022,85,1980,4989
Strawberry Jelly,16-07-2022,595,9980,148990
Strawberry Rabmajoke #1,16-07-2022,299,,
Strawberry Rabmajoke #2,16-07-2022,975,,
Strawberry Rabmajoke #3,16-07-2022,378,,
Strawberry Rabmajoke #4,16-07-2022,415,,
Strawberry Rabmajoke #5,16-07-2022,569,,
Strawberry Rabmajoke #6,16-07-2022,484,,
Strawberry Rabmajoke #7,16-07-2022,465,,
Strawberry Rabmajoke #8,16-07-2022,500,,
Stretch Leg,16-07-2022,791,7486,296997
Stretch Wing,16-07-2022,12200,149999,1899999
Stricheetru Beak,16-07-2022,1287,14893,137996
Stricheetru Fluff,16-07-2022,385,3679,29997
Strongboxer Part,16-07-2022,6894,44979,439995
Strubian Milirat Slices,16-07-2022,179,2397,19997
Strubian Raeman Eye,16-07-2022,84,889,30390
Strubian Raeman Wool,16-07-2022,209,2184,24975
Strubian Sickrat Leather,16-07-2022,1086,9500,99999
Strubian Sickrat Mane,16-07-2022,1,219,2698
Stunted Rat Fabric,16-07-2022,99,525,4749
Stunted Rat Paw,16-07-2022,1399,1874,17865
Submerged Ones' Shell,16-07-2022,6900,74998,
Sucatrose Tooth,16-07-2022,11999,143840,
Sucgunner Aquarachnee,16-07-2022,10899,,
Sulphur Pouch,16-07-2022,,20994,
Summoning Branch Eye,16-07-2022,950,15887,
Summoning Branch Finger,16-07-2022,97,3899,
Sunflower Seed,16-07-2022,480,14000,
Suntan Lotion,16-07-2022,219,3449,
Surf Board,16-07-2022,666,6446,99996
Suspicious Pouch,16-07-2022,10,78,
Suspicious Wrapper,16-07-2022,75,750,
Sweet Barley,16-07-2022,7990,,
Sword Pommel,16-07-2022,1246,9998,69845
Swordfish,16-07-2022,140,1395,12839
Sylargh Essence,16-07-2022,229972,,
Sylargh's Carrier Key,16-07-2022,27653,,
Sylargh's Incisor,16-07-2022,59993,,
Sylargh's Wool,16-07-2022,17698,116997,
Sylvan Seal,16-07-2022,22999,,
Sylvan Substrate,16-07-2022,39967,239634,
Synthetic Leather,16-07-2022,41998,,
Synthetic Root,16-07-2022,95993,,
Tal Kasha Hair,16-07-2022,12900,118497,
Talklyka Pirate Claw,16-07-2022,1298,14994,
Talklyka Pirate Rope,16-07-2022,2888,28899,
Tam Voodoo Doll,16-07-2022,5,126,
Tamed Crobak Feather,16-07-2022,395,3994,7185
Tankanvil Armour,16-07-2022,595,8555,89999
Tanukoui San Essence,16-07-2022,24999,,
Tanukoui San Testicles,16-07-2022,2390,17995,
Tanukoui San's Workshor. ...,16-07-2022,2443,26997,
Tasty Carrion,16-07-2022,1444333,,
Tasty Meat,16-07-2022,99,3393,23994
Tatatojiki's Broken Pottery,16-07-2022,29,311,9998
Tattered Bwork Boot,16-07-2022,1044,7476,69992
Teleb,16-07-2022,97898,,
Temperaumaturge Cauldron,16-07-2022,5652,59436,
Temple of the Great Ougqg ...,16-07-2022,2999,33760,
Temporal Powder,16-07-2022,246,408,4999
Temporal Shard,16-07-2022,5592,99970,
Tench,16-07-2022,,1148,
Tender Carrion,16-07-2022,1887,33333,
Tender Meat,16-07-2022,45,400,3197
Tengu Snowfoux Essence,16-07-2022,94319,,
Tengu Snowfoux Leather,16-07-2022,7395,87000,
Tengu Snowfoux Wool,16-07-2022,12996,121875,1299999
Tentaclobber Tentacle,16-07-2022,9977,108911,1409998
Terristocrat Bomb Fuse,16-07-2022,1791,19996,
The Legend of Corruption,16-07-2022,9756871,,
The Legend of Misery,16-07-2022,1399996,,
The Legend of War,16-07-2022,5499912,,
The Queen of Thieves' Er ...,16-07-2022,18996,179993,
Thermite Carapace,16-07-2022,3496,38997,
Thermite Leg,16-07-2022,485,3987,
Thicket Substrate,16-07-2022,1800,13500,125000
Thierry Voodoo Doll,16-07-2022,87,739,18985
Third Air Fragment,16-07-2022,519989,,
Third Earth Fragment,16-07-2022,649996,,
Third Fire Fragment,16-07-2022,988995,,
Third Water Fragment,16-07-2022,899907,,
Thirtree Loincloth,16-07-2022,48,398,3990
Thriten Tooth,16-07-2022,133,980,9900
Ticket to the Isle O'Anstitch,16-07-2022,429,8885,95399
Tigerfish,16-07-2022,19954,,
Tikokoko Leaf,16-07-2022,1190,12782,
Timber Substrate,16-07-2022,989,8999,100000
Tin,16-07-2022,933,5325,33984
Tinkerbear Maxilla,16-07-2022,722,5989,76696
Tinkerbear Tail,16-07-2022,3615,38999,
Titinuki Wand,16-07-2022,894,9888,
Tiwabbit Ears,16-07-2022,177,980,17496
Tiwabbit Whiskers,16-07-2022,59,770,7000
Tiwabbit Wosungwee Br: ...,16-07-2022,48,239,5499
Tiwabbit Wosungwee To. ...,16-07-2022,101,1221,12795
Tiwobot Goggles,16-07-2022,7970,113995,
Tofoone Fluff,16-07-2022,93,1988,18365
Tofu Beak,16-07-2022,246,1485,
Tofu Egg,16-07-2022,13,97,
Tofu Feather,16-07-2022,2195,29998,122987
Tofu House Key,16-07-2022,400,,
Tofubine Egg,16-07-2022,678,7094,77699
Tofubine Feather,16-07-2022,342,7995,147998
Tofukaz Foot,16-07-2022,1437,19995,
Tofukaz Stomach,16-07-2022,90,1400,8641
Tofurby Stomach,16-07-2022,90,6245,
Tofuzmo Feather Duster,16-07-2022,409,9570,99658
Tofuzmo Rump,16-07-2022,398,4995,41999
Topaz,16-07-2022,2349,18443,168986
Topaz Stone,16-07-2022,296,2097,39997
Torpid Bearbarian Hair,16-07-2022,319,3498,38555
Torpid Bearbarian Iris,16-07-2022,1490,20799,
Torreflayer Skin,16-07-2022,2792,34660,
Tortryck Epaulette,16-07-2022,16999,168999,1599999
Totankama's Tablet Fraqg ...,16-07-2022,99889,,
Totankama's Tablet Fraqg ...,16-07-2022,119888,,
Totankama's Tablet Frag ...,16-07-2022,89865,,
Totankama's Tablet Fraqg ...,16-07-2022,79890,,
Totankama's Tablet Frag ...,16-07-2022,149998,,
Tourmaline,16-07-2022,7200,68998,687998
Toxoliath Blood,16-07-2022,20999,199999,
Toxoliath Essence,16-07-2022,35888,349999,
Translucent Petal,16-07-2022,45,485,5999
Traumatised Rokokonut,16-07-2022,154,1600,15959
Treadfast Beak,16-07-2022,4997,59375,
Treadfast Claw,16-07-2022,1985,18998,245569
Trechepeira Venom,16-07-2022,447,6400,
Tree of Death Key,16-07-2022,149999,,
Treecherous Bark,16-07-2022,2397,39840,
Treecherous Root,16-07-2022,5172,47996,
Treechnee Eye,16-07-2022,440,6000,49999
Treechnee Hair,16-07-2022,26,499,6988
Treechnid Amber,16-07-2022,196,2196,17998
Treechnid Bark,16-07-2022,540,7285,49996
Treechnid Bud,16-07-2022,2,19,
Treechnid Root,16-07-2022,81,941,9947
Tremrus Skin,16-07-2022,3388,33997,
Tri Pandkin,16-07-2022,12959,,
Tritun Skin,16-07-2022,3558,38983,
Troofle,16-07-2022,181,1300,18999
Trool Bone,16-07-2022,24999,,
Trool Bracelet of Strength,16-07-2022,56770,520000,
Trool Fair Snow Globe,16-07-2022,49,,
Troolaraj Briefs,16-07-2022,187,2199,49999
Troolaraj Mane,16-07-2022,779,10998,
Troolewd Hair,16-07-2022,492,3330,43333
Trooligark Epaulette,16-07-2022,587,8000,99998
Trout,16-07-2022,20,119,1000
Trubout Feather,16-07-2022,875,8298,45969
Trubout Mite,16-07-2022,389,5494,54921
Trumperelle Trunk,16-07-2022,7690,68999,
Trunkiblop Root,16-07-2022,5,40,1897
Trunknid Eyebrows,16-07-2022,189,3800,39699
Trunknid Wood,16-07-2022,876,13994,199893
Tryde Trident,16-07-2022,1999,37999,399999
Tsukinochi Crescent,16-07-2022,1110,14110,109996
Tsunam Ellipsis,16-07-2022,7969,29962,
Tuft of Ruby's Hair,16-07-2022,477,8849,
Tuft of Siks-T Hair,16-07-2022,9,79,
Tuft of White Hair,16-07-2022,128,2390,28999
Tunder Alloy,16-07-2022,379994,,
Tupe-Halett Pike,16-07-2022,14949,,
Turtelonia's Sanctuary Key,16-07-2022,134858,,
Turtelonia's Scale,16-07-2022,46503,408877,
Turtle Milk,16-07-2022,,1000,11771
Twansgenic Cawwot,16-07-2022,399,3881,29999
Twelve Fingeres Ear,16-07-2022,296,2899,
Twentoo Skin,16-07-2022,65,499,4899
Two Kingdoms Haiku: Blc...,16-07-2022,21993,,
Two Kingdoms Haiku: Fe ...,16-07-2022,8998,,
Two Kingdoms Haiku: Hz ...,16-07-2022,16892,,
Two Kingdoms Haiku: Pa: ...,16-07-2022,23331,,
Two Kingdoms Haiku: Sleep,16-07-2022,17997,,
Tynril Amber,16-07-2022,3490,44999,550000
Tynril Bark,16-07-2022,5795,99995,
Tynril Calyx,16-07-2022,4596,12999,254999
Tynril Essence,16-07-2022,69449,,
Tynril Lab Key,16-07-2022,384,9997,
Tynril Pistil,16-07-2022,2773,1800,29992
Typhomet Horn,16-07-2022,6297,57998,587996
Uchiwang Ribbon,16-07-2022,297,1700,
Ugly Tofu Beak,16-07-2022,798,,149999
Ugly Tofu Tuft,16-07-2022,355,4953,49999
Ultram,16-07-2022,798990,,
Undergrowth Substrate,16-07-2022,2700,22999,339999
Unique Kralove,16-07-2022,36991,,
Used Bwork Protection,16-07-2022,9999,,
Ush Essence,16-07-2022,98990,,
Ush's Moustache,16-07-2022,7555,76900,
Ush's Plateau Key,16-07-2022,19705,249995,
Valley of the Lady of the ...,16-07-2022,1799,19996,
Vampire Blood,16-07-2022,25,835,9994
Vampire Straw,16-07-2022,618,,59999
Vampiric Liquid,16-07-2022,744,,
Vampiwe Wabbit Teeth,16-07-2022,5898,48599,
Venerable Ashes,16-07-2022,9000,85000,
Venerable Mastogob Tail,16-07-2022,69,1853,66794
Venerable Mastogob Wool,16-07-2022,983,9399,69999
Venerable Mud,16-07-2022,54999,,
Venerable Puddle,16-07-2022,3400,38420,
Venerable Smoke,16-07-2022,6595,64999,639997
Venerable Treechnid Bark,16-07-2022,377,,23999
Venerable Treechnid Root,16-07-2022,199,3439,10980
Vengeance Mask,16-07-2022,3853,27898,
Venomica Wool,16-07-2022,3799,56997,
Venomous Brockhard Sce...,16-07-2022,695,7769,99999
Venomous Brockhard Tail,16-07-2022,1994,43797,240000
Verminoculate Eye,16-07-2022,995,8195,86499
Vespal Bearbarian Antenna,16-07-2022,245,1999,29999
Vespal Bearbarian Wings,16-07-2022,995,20000,209990
Vetauran Hair,16-07-2022,874,6972,44778
Vetauran Tin,16-07-2022,5,223,
Vibrating Royal Tofu Fea ...,16-07-2022,902,10000,
Vice Mask,16-07-2022,427,4300,
Vigi Pirate Eye,16-07-2022,1761,19800,
Vigi Pirate Fabric,16-07-2022,198,3893,47000
Vigilante Insignia,16-07-2022,17898,,
Vilinsekt Antennae,16-07-2022,1,8,
Violence Mask,16-07-2022,4496,44490,
Virgin Forest Substrate,16-07-2022,2700,19500,199991
Viring Shell,16-07-2022,372,3000,54788
Vivacity Mask,16-07-2022,6000,62501,
Void Mask,16-07-2022,5999,60000,
Voldelor's Foot,16-07-2022,99951,,
Vood,16-07-2022,32999,,
Vortex Essence,16-07-2022,914000,,
Vortex Wing,16-07-2022,57951,497620,
Vortex's Eye Key,16-07-2022,46887,449997,6376239
Wa Wabbit Essence,16-07-2022,12980,114996,
Wa Wabbit Fabric,16-07-2022,1094,14998,202409
Wa Wabbit Hair,16-07-2022,650,6346,
Wa Wabbit's Castle Key,16-07-2022,10988,94995,
Wa Wabbit's Warren Key,16-07-2022,5996,41994,
Wa Wobot Beard,16-07-2022,6484,124982,
Wa Wobot Essence,16-07-2022,8495,87999,
Wabbit Bolt,16-07-2022,122,772,9999
Wabbit Fabric,16-07-2022,65,476,2098
Wabbit Paw,16-07-2022,118,699,15552
Wabbit Teeth,16-07-2022,3,24,
Waddict Foundry Key,16-07-2022,1995,15200,
Waddict Tooth,16-07-2022,300,2996,30799
Walnut,16-07-2022,43,163,1978
Walnut Qil,16-07-2022,1350,4886,75999
Walnut Sap,16-07-2022,9890,,
Walnut Shell,16-07-2022,296,,
Walnut Wood,16-07-2022,85,677,5395
War Essence,16-07-2022,299999,,
War's Cap,16-07-2022,15959,121658,
Warguerite Bark,16-07-2022,2994,22924,
Warguerite Bract,16-07-2022,269,3399,12973
Warmonbeer Tooth,16-07-2022,7438,68996,699994
Wastrel Feather,16-07-2022,6635,68817,705000
Watchamatrich Rump,16-07-2022,363,3496,39895
Watchamatrich Tongue,16-07-2022,7690,75588,799999
Water Pandawushu Artefact,16-07-2022,1039,10000,94998
Waterworm,16-07-2022,69,799,19897
Weremoggy Catzino Token,16-07-2022,99990,,
Weremoggy Claw,16-07-2022,6397,33625,
Wewe-Wabbit Blood,16-07-2022,13995,,
Whale Salt,16-07-2022,1082,10998,105000
Wheat,16-07-2022,200,27,
Whip Handle,16-07-2022,350,4800,45960
White Boxers,16-07-2022,999,,
White Rat Essence,16-07-2022,5399,49990,
White Rat Mane,16-07-2022,495,4895,51110
White Rat's Pantry Key,16-07-2022,2978,41500,
White Scaraleaf Antennae,16-07-2022,35,369,4884
White Scaraleaf Carapace,16-07-2022,86,798,11444
White Scaraleaf Wings,16-07-2022,448,2500,25700
Whitepaw Wabbit Staff,16-07-2022,699,10000,
Whitish Fang Ears,16-07-2022,36,1394,20963
Whitish Fang Fabric,16-07-2022,585,2980,37408
Whitish Fang Fur,16-07-2022,65,690,7518
Whitish Fang Paw,16-07-2022,159,1500,14862
Whitish Fang Tail,16-07-2022,995,,12299
Wild Grass,16-07-2022,93,,
Wild Koalak Femur,16-07-2022,773,7210,88000
Wild Koalak Scarf,16-07-2022,2462,26992,299999
Wild Mint,16-07-2022,,300,1693
Wild Sunflower Leaf,16-07-2022,350,5498,57900
Wild Sunflower Qil,16-07-2022,18743,,
Wild Sunflower Petal,16-07-2022,193,1841,19998
Wind Dojo Key,16-07-2022,1352,20000,
Wind Kwak Beak,16-07-2022,93,1997,22991
Wind Kwak Feather,16-07-2022,649,6000,30899
Wind Pandawushu Artefact,16-07-2022,1388,14998,98869
Wo Wabbit Hair,16-07-2022,176,1553,31998
Wo Wabbit Stomach,16-07-2022,420,1745,9699
Wobot Helmet,16-07-2022,799,9999,89973
Wobot Wosungwee Fur,16-07-2022,623,6500,
Wolling Evening Key Frac....,16-07-2022,1786,17986,
Wood Pandawushu Artefact,16-07-2022,1278,13850,94999
Wooden Disk,16-07-2022,42,397,
Woolly Bow Meow Hair,16-07-2022,741,5368,29997
Woolly Bow Meow Sternum,16-07-2022,200,2875,29813
Woolly Piggoth Leather,16-07-2022,199,1199,13768
Woolly Piggoth Tusk,16-07-2022,996,9966,146892
Worm-Ridden Wood,16-07-2022,193,1600,13538
Worn Coral,16-07-2022,388,,3990
Worn Lantern,16-07-2022,397,4640,
Worn Oar Wood,16-07-2022,948,17980,
Wreck of the Hesperus Key,16-07-2022,19999,200000,
Wukang Haiku: Heat,16-07-2022,137997,,
Wukang Haiku: Morning,16-07-2022,77000,,
Wukang Haiku: Sakura,16-07-2022,1999997,,
Wukang Haiku: Thunder,16-07-2022,84990,,
Wukang Haiku: White,16-07-2022,43000,,
Wukin Haiku: Black,16-07-2022,250000,,
Wukin Haiku: Cold,16-07-2022,74997,,
Wukin Haiku: Evening,16-07-2022,110000,,
Wukin Haiku: Sakura,16-07-2022,300000,,
Wukin Haiku: Scarecrow,16-07-2022,599997,,
Wunkie Tendon,16-07-2022,99,997,
Wurmlord Essence,16-07-2022,141785,,
Wurmlord Eye,16-07-2022,6289,67989,
Wurmlord's Passage Key,16-07-2022,16000,,
XLII Essence,16-07-2022,24000,249990,
XLII Horn,16-07-2022,999,13111,200000
XLII's Metronomicon Key,16-07-2022,19795,198971,2000000
Xelomorph Symbol,16-07-2022,8000,59999,
Yazkooalak Ear,16-07-2022,8,497,
Yellow Carapace,16-07-2022,354,4100,38700
Yellow Larva Skin,16-07-2022,27,219,9998
Yellow Mage Metaria,16-07-2022,3371,,
Yellow Metaria,16-07-2022,348,6009,461
Yellow Piwi Feather,16-07-2022,89,997,15296
Yellow Triam Metaria,16-07-2022,817,8887,
Yew Sap,16-07-2022,27487,,
Yew Wood,16-07-2022,149,700,4800
Yokai Snowfoux Skull,16-07-2022,1678,16884,155000
Yokai Snowfoux Wool,16-07-2022,745,7994,39968
Yoloinist Crab Claw,16-07-2022,3259,33331,399998
Yomi Snowfoux Malleolus,16-07-2022,480,4998,35874
Yomi Snowfoux Tail,16-07-2022,935,9465,164996
Yosh,16-07-2022,57769,,
Yuara Pirate Qil,16-07-2022,484,13000,133093
Yuara Pirate Shell,16-07-2022,1200,24884,259998
Zaihn,16-07-2022,289900,,
Zatoishwan's Hairs,16-07-2022,444356,,
Zinzolin Prysmaradite,16-07-2022,999927,10000000,
Zipper,16-07-2022,29973,300000,
Zombrute Flesh,16-07-2022,2180,17995,179999
Zoth Abacus,16-07-2022,8,495,8840
Zoth Disciple's Kneecap,16-07-2022,4786,47992,610000
Zoth Fabric,16-07-2022,596,,
Zoth Girl's Handkerchief,16-07-2022,2998,,
Zoth Girl's Toy,16-07-2022,89,988,4999
Zoth Master's Fly,16-07-2022,6888,74996,750000
Zoth Pipe,16-07-2022,298,2880,31885
Zoth Sergeant's Insignia,16-07-2022,3363,,
Zoth Smoke Machine,16-07-2022,,32987,
Zoth Warrior Shinbone,16-07-2022,73,,
Abominable Fish Juice,18-07-2022,168999,,
Abyssal Metal,18-07-2022,13192,139295,
Acorn,18-07-2022,288,5988,116990
Adventurer Skull,18-07-2022,826,9999,99000
Aerodynamic Pelt,18-07-2022,599,4896,39997
Agathe,18-07-2022,2900,29999,328000
Agathe Stone,18-07-2022,288,2895,
Air Pikoko Nut,18-07-2022,11971,,
Air Pikoko Rump,18-07-2022,777,7999,78000
Airworm,18-07-2022,19,2000,16966
Akakwa Akapants,18-07-2022,167,977,29991
Akornaddikt Acorn,18-07-2022,9697,,
Al Howin's Bristly Sideburns,18-07-2022,1691,3000,31999
Al Howin's False Teeth,18-07-2022,999,17456,
Alabaster Dreggon Claw,18-07-2022,14382,149990,1999999
Alabaster Dreggon Skin,18-07-2022,275,2658,37475
Alassslash Loincloth,18-07-2022,4500,59991,
Albino Crocodyl's Eye,18-07-2022,12000,,
Alliagem,18-07-2022,6328,49999,
Almond Dragoturkey Peak,18-07-2022,93,814,9750
Almond Dragoturkey Tail,18-07-2022,115,1396,10479
Aloevie Rat's Magical Tome,18-07-2022,990,12000,134163
Altdemon Hair,18-07-2022,11576,99999,999999
Alteration Potion,18-07-2022,8591,77831,799994
Aluminite,18-07-2022,299,2499,24698
Alyeena Face,18-07-2022,1935,25099,
Alyeena Hair,18-07-2022,3294,35995,420000
Amakna Castle Rat Dung ...,18-07-2022,7978,119997,
Amber,18-07-2022,19,149,
Amber Prysmaradite,18-07-2022,798,7998,79685
Ambergris,18-07-2022,8964,66988,728999
Ambusher Bud,18-07-2022,489,6765,41699
Ambusher Leaf,18-07-2022,899,11980,129998
Aminita Volva,18-07-2022,67,592,8935
Amorphid Wing,18-07-2022,3489,39897,
Anatak's Scalp,18-07-2022,299987,,
Ancestor Potion,18-07-2022,1221,6989,89989
Ancestral Amber,18-07-2022,88,658,
Ancestral Cotton,18-07-2022,694,9995,83296
Ancestral Domain Key,18-07-2022,2994,6852,
Ancestral Treechnid Bark,18-07-2022,248,2968,
Ancestral Treechnid Bud,18-07-2022,1286,,
Ancestral Treechnid Essence,18-07-2022,2498,29999,
Ancestral Treechnid Root,18-07-2022,218,2166,29997
Ancestral Trout,18-07-2022,11349,,
Ancestral Wood,18-07-2022,31799,339998,
Andespite,18-07-2022,5545,57299,
Anerice's Spike,18-07-2022,13800,114975,
Angular Stone,18-07-2022,3168,30390,
Anti-Whirlpool Ballast,18-07-2022,340000,,
Antrezure Antenna,18-07-2022,400,4000,4498
Apewicubic Bearbarian Ear,18-07-2022,4898,54978,599989
Apewicubic Bearbarian V...,18-07-2022,2390,26889,
Aquamarine,18-07-2022,2499,17981,189991
Aquamarine Stone,18-07-2022,342,4900,46900
Aquatic Parasite,18-07-2022,3127,31000,319016
Arachmutated Eye,18-07-2022,95,1050,38999
Arachnee Leg,18-07-2022,620,4999,42585
Arachnotron Broken Mask,18-07-2022,563,6976,71109
Arak-hai Gland,18-07-2022,97,500,4480
Araknoxious Intestine,18-07-2022,93,1290,24000
Archer Voodoo Doll,18-07-2022,86,1096,20000
Ardonite,18-07-2022,30000,129998,
Armiscreant Hood,18-07-2022,13997,109987,
Armour Fragment,18-07-2022,16985,145598,
Army of Ticks,18-07-2022,2998,37999,485046
Aroumb,18-07-2022,244500,,
Ash Sap,18-07-2022,3976,,
Ash Wood,18-07-2022,22,90,945
Aspen Sap,18-07-2022,3499999,,
Aspen Wood,18-07-2022,393,789,1494
Asploda Eye,18-07-2022,390,4298,29994
Asploda Wig,18-07-2022,2342,17767,187980
Asteraw Heart,18-07-2022,7999,99999,
Asteraw Leather,18-07-2022,1897,19898,
Astral Substrate,18-07-2022,29899,259948,
Atcham's Hair,18-07-2022,55555,,
Atomystique Stone,18-07-2022,4875,49998,799999
Atomystique Tephra,18-07-2022,4995,115994,
Atrophied Podgy Tofu Wing,18-07-2022,1198,16641,133332
Aubergine,18-07-2022,199,690,8954
Awkwood Board,18-07-2022,3000,29998,
Aziz Feather,18-07-2022,237985,2000000,
Azure Prysmaradite,18-07-2022,1894,17991,189989
Babbage,18-07-2022,300,3126,30000
Bacterrible Antenna,18-07-2022,396,3877,92899
Bad Boy Tattoo,18-07-2022,1000,9950,76995
Bakelelite,18-07-2022,2530,12493,109999
Baker's Yeast,18-07-2022,40,149,8499
Bakusharna Animal Legend,18-07-2022,3499999,,
Ball of Gobkool Wool,18-07-2022,446,9788,95555
Ballasted Kanonball,18-07-2022,11986,108998,
Bamboo Blowgun,18-07-2022,84,3800,13985
Bamboo Sap,18-07-2022,14998,,
Bamboo Wood,18-07-2022,994,855,7995
